OCHRE Metadata Permanent Citation URL,Filename
http://pi.lib.uchicago.edu/1001/org/ochre/c87db7c9-9f5f-3d95-ca98-263c8cf7619e,A00_12889.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/0484b5b9-4654-ed3c-eb24-6aca6ba23c24,A00_12890.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/548ddceb-95d3-906e-1acc-35351be67180,A00_12891.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/2ec47937-0035-637c-edfc-f0406514fd37,A00_12892.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/70bf7b18-f302-525e-1d0b-6fbfb30422b0,A00_12893.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/9ef71cae-bfbc-3ce7-ce53-518bf9da328a,A00_12894.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/af8ee1b3-7e12-6ba2-d64c-3ef91016cb57,A00_12895.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/d7a3bb1e-3429-aa78-b709-ff65cac96b89,A00_12896.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/11329233-1bb9-febc-7080-66c064a96fde,A00_12897.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/e6e8086e-1a58-8fe9-873d-ef39f37b9467,A00_12898.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/a67a5186-1d2b-ea62-59cc-ab67950b8973,A00_12899a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/ba34f107-b93e-7982-2ab2-430cca1eca88,A00_12899b.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/8ea65448-e0b6-96de-0331-e2e3bda852aa,A00_12900.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/dcdfada8-b675-5f37-ec41-9c7da5426423,A00_12901.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/a4344005-9af9-9fe2-859e-1ff1d89802ef,A00_12902.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/24a0d571-3feb-6d96-9fe8-82515c82c639,A00_12903.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/c5c0c763-c569-3038-9e7e-bd3660a21fca,A00_12904.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/12374966-55ea-f079-df0f-f5312e27a97e,A00_12905a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/db79ca15-6818-3967-9492-a22135d74a65,A00_12906.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/62113a9c-a06d-5f9a-3ec1-3b371a64b6db,A00_12907.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/01b7c290-6b19-9132-f3d3-ff9b1513f302,A00_12908a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/e4eae1f9-9b25-d663-b485-14a6950834e3,A00_12908b.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/f2374ca2-2a9c-b971-bdad-713a1c945935,A00_12909.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/34b57a19-1b7e-4d5f-2ac3-239c67e161b3,A00_12910a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/ad1934df-f9ca-0afe-178d-b71fccf1e0b7,A00_12910b.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/6cd5b57e-50b6-fdac-0c76-2c452cb2a4a9,A00_12911a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/fc07e67c-5373-7c83-d981-58ec9646a496,A00_12911b.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/a60567fc-f0b7-10a0-85bb-c788d4033884,A00_12912a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/05fd34f5-7d35-9f4b-f92d-4ee32303d353,A00_12912b.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/61399dc3-c25f-25ae-ae64-bdc525bb278f,A00_12912d2.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/59e5a468-8d68-da5a-452b-2ba7f79570f0,A00_12912d.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/1650534a-dae2-1500-89d3-8a233a16a83a,A00_12912d3.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/60922464-7299-048e-ad31-15275791857d,A00_12913.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/48f202be-3746-cc22-895c-1b5837021c99,A00_12914a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/35d21f63-7543-e219-297c-cf111d9a874f,A00_12914b.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/a7ee5964-03bc-8532-1624-784164158294,A00_12914c.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/6b94d2b7-8ab8-a8f8-a170-eafdb9e365a1,A00_12914d.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/5a95f35d-236a-976b-b68d-6b52d2fb740b,A00_12914e.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/aeca5e30-117d-2c4b-9193-dd3a42bb1325,A00_12914f.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/a306ee99-7ab1-d923-bc1c-196208052b63,A00_12915A.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/3f66997c-e2f5-f8ef-ced4-337e0003bd5f,A00_12915b.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/c6eee014-05cc-38ca-d450-1a24d82bc6ed,A00_12916A.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/6c571a39-1053-1d36-4a76-33da004c5e3f,A00_12916B.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/cadd0504-54b8-8537-b30f-135edd9130a3,A00_12917A.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/321ac384-76b8-ea57-e5c1-cdd6ee091904,A00_12917B.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/da86f832-fc68-7b6d-ba30-ebd4ab61de8a,A00_12918A.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/a8c7144f-f286-bcd7-42bc-1da62b6ada8d,A00_12918B.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/14e48311-636e-bc45-980d-04ad3be6a934,A00_12919.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/77540d9b-3a07-5f85-f6a2-cadf67f95af3,A00_12920A.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/db972a06-e234-2a1e-5c76-b816e450fa78,A00_12920B.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/1bb63096-5f3c-87d4-7984-10f3724aac05,A00_12921A.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/ae0b1d3f-ec0c-376a-4987-4f52950980e1,A00_12921B.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/c289454e-9fed-a815-7c0b-f4d0ffd6a93a,A00_12922A.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/659d20d5-163a-0741-cb1c-b6e50803749e,A00_12922B.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/aa7e2978-6963-513e-befe-b424aabc04e7,A00_12923.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/2698297c-1ab1-ce6a-665a-84a11c6e7e1d,A00_12924.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/295ad633-7f2d-7f20-c207-36f5f31b38e9,A00_12925.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/91900526-5964-2f5f-74a7-916456e0e042,A00_12926a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/95ae6d41-2531-fed8-ee16-bc779ccfb2b0,A00_12926b.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/97e7cf41-b668-3862-bb71-7d72b08884cc,A00_12927.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/c279f7da-8cf6-4d17-6405-b4f5d279cb47,A00_12928a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/6b2370b0-8398-6fb3-f940-c78f9de3c540,A00_12929A.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/a6c1628c-4b71-3767-0ece-c41bb7e2d774,A00_12929b.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/4d9542aa-68b9-5899-5709-88dbf3c81b66,A00_12930.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/1856635e-633d-7801-7783-e0a57bcc893a,A00_12931.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/34db1a65-3d7b-b892-73f2-86074c149ff1,A00_12932.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/b0944396-c700-271c-78b6-39f80f2dca1c,A00_12933.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/f2cf0fb3-09d5-2e4f-64eb-cb717f8f503a,A00_12934.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/35f87d31-7941-459f-39ae-12b2dcc29f54,A00_12935.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/e1550afc-20ae-4ef0-857b-195479e914d3,A00_12936.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/394bece0-a10a-3fc5-682c-762d45224e5b,A00_12937.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/7aea72f6-bf91-b47d-7dbb-59ad2807d7a6,A00_12938.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/226ab18a-e8eb-d2e5-b40e-09fcb3b53271,A00_12939.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/8cf9657c-8ea5-335b-4f92-54ece34b845f,A00_12940.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/ec99953f-ad21-95bf-7686-4d2f5356a386,A00_12941.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/3d0b5dd0-7b16-3448-63e2-9630d64774a1,A00_12942.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/99b632da-5ae2-d965-829a-d7d7b6ceb72b,A00_12943c.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/1a9babb0-5198-76d5-097a-a0893fe0e109,A00_12944.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/97c4bd29-a724-e3ee-ea7c-e25d2e2489f5,A00_12945.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/3a7976d0-aa9f-6a3a-1b10-b1976523731d,A00_12946.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/54075573-55cc-46d6-bde4-637adf4e4b29,A00_12947a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/5c3a2af4-59d5-29ff-6466-8157a2b5c388,A00_12947b.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/f7796567-237c-04b3-9372-80ef036c887a,A00_12948.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/a807cd51-37f3-f181-be8c-22bbe2448062,A00_12949.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/be3c871d-8e97-7cd7-ea2d-58c887696350,A00_12950.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/c618ff9a-0fe4-1f38-6544-da71903e2014,A00_12951.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/b0f78527-b753-0b12-fc0f-9a5424d70237,A00_12952.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/e09f6779-8696-d5e1-52f6-d599d8ca31e8,A00_12953.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/b67b02e9-7b89-1d5d-8bbb-614023c22599,A00_12954.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/af5a116a-792d-f49a-7dc7-dc9a7f737985,A00_12955.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/d58374bf-f717-cf15-0ef6-17e12649ef26,A00_12956.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/f5fb3263-b158-f470-5f00-0ce5a46f4cdc,A00_12957.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/6fee4540-f185-95d6-7833-8c5535558734,A00_12958.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/95a06071-774c-98db-fc2d-34d693ad18fa,A00_12959.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/21740cb4-ea6b-535a-623a-581152c1086f,A00_12960.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/73edd4f3-2d19-c93c-f5a4-8f9c01e30ad6,A00_12961.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/c8ca1e6d-726a-e212-c1be-ad6d4dcc4d3b,A00_12962.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/81979c45-761d-e1ca-61a5-49216d918afc,A00_12963.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/f3c4842e-6b47-bd9d-c184-90c09e43c61a,A00_12964a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/fe8a3f3b-c7ba-4fc2-5678-3101921132b2,A00_12965.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/dbacb50b-4739-fb08-28e4-662c1e6304d2,A00_12966.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/3f91e253-d54a-23d0-215b-f61d01fe3d16,A00_12967.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/6b30aa0a-dad7-4606-f43d-064f028d85df,A00_12968.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/6461d91d-131f-8f3c-b408-23a2536ffdf9,A00_12969.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/7839fa44-65f2-7463-7cd0-ce2c46672dca,A00_12970.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/3628483e-b2f0-37cc-74a4-057b98543c49,A00_12971.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/22a3b878-13bb-ee32-d4b4-d78b54c2aadd,A00_12972.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/71cccd8a-9bf1-14f2-e851-a876850f24e3,A00_12973.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/275fff51-5692-af23-bc68-3481683ad55e,A00_12974.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/03fefee1-71c2-ceea-a480-ded4aa1b503f,A00_12975.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/f78a77ac-42d7-f2ec-c686-e5ac5b6dbb58,A00_12976.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/59bb7719-04b6-0536-2326-938f3a39eeaf,A00_12977a.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/57ae9640-6658-d73b-c7ab-da93db6c7229,A00_12977b.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/70e985ec-d5b5-6061-f511-d6c4be06582c,A00_12978.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/e5f15c8c-ddb2-62cd-de1a-e4aaf44e20ce,A00_12979.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/16dc900e-5ce6-23ee-5398-980b201ac5ae,A00_12980.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/b0de98eb-4d84-c658-492f-cd409625adde,A00_12981a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/e3b22141-0935-1296-38c3-2c5eb9a67304,A00_12981b.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/8cdf0c4c-f510-509e-9f49-7bd1371463c4,A00_12982.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/2ca8e9c0-f0b2-d973-6303-c75fc3835f31,A00_12983.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/4d776797-bfb3-81c9-2efc-4730aaac6c68,A00_12984.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/2988f9d5-1b46-078d-0a0d-735ec82cc669,A00_12985.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/ca8483fe-6233-7a84-36bb-b0bbe291ccdd,A00_12986.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/76c5bf4b-5eb3-b9af-7a33-53137259d41a,A00_12987.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/42f47619-e7a3-dfe8-1b95-b098131bce67,A00_12988.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/36127c8d-5b53-6add-ab66-cb5979eb4685,A00_12989.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/ec6cc4fc-869e-4b02-b119-3fea5f3c404d,A00_12990.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/fa9ac02a-f0cc-292b-ad88-941d39628dfb,A00_12991.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/c2414b85-4ee6-2fff-66fc-ada968a0bb3c,A00_12992.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/03e5222a-356a-08c0-2b10-2aed7ddcb80e,A00_12993.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/1c29368b-149a-f173-d298-f3208dd7f6c3,A00_12994.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/945240b7-4580-228d-94f5-de8676bbeb20,A00_12995.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/1b6c67fe-a68f-d938-0e91-7e2389205132,A00_12996.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/8d3320c6-ab33-2d91-b185-6a59c58a19ca,A00_12997.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/51cc33c0-bd44-1264-c361-7f43467a6af7,A00_12998.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/2e48734c-a6e9-ed6d-7ee1-68aec4b0e825,A00_12999.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/a3a58cfb-9d09-d3d1-81de-b8ed4ce6c9ed,A00_13000.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/87005276-e1d9-6b3e-164b-fd889d6ffe38,A00_13001.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/1dabac6c-bce4-870f-c334-b608bfc609c5,A00_13002.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/da0d87c3-a029-6336-160c-b76e8ee3d220,A00_13003.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/80e98ecf-f38a-0c02-0fb4-d8fb0432f390,A00_13003a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/d7dc8de8-a386-ad64-4067-ddbf98f55572,A00_13004.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/12b0b768-b301-d321-04d3-77a19847e0bd,A00_13005a.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/15759f7e-3df4-08fb-1bf5-cff3df078592,A00_13006.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/cd3314ec-4cf2-663d-7dbf-8d8001ae4912,A00_13007.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/8fd00de9-f86a-199d-b686-51ee675b7cf2,A00_13008.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/5ee52a02-26c4-f72d-b942-3272c860e888,A00_13009.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/fcb0617e-11b6-c112-7e65-7d8ee8151b90,A00_13010.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/e3d0ff27-18a4-b448-2fba-260715b7d621,A00_13011.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/eeae2311-f5c3-dd59-35f9-32bf27576882,A00_13012.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/40229f72-aec6-64fc-4822-c2ec2cba9910,A00_13013.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/4d0f1b51-83bf-f124-48eb-28a7bc8d0f1d,A00_13014.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/9096e6fd-3f42-ac29-b9ae-2a8cd5bb2a17,A00_13015.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/6aea577b-4b62-5a19-2e92-0ec83531e0e6,A00_13016.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/30083544-e927-78be-10bc-ac3e616cca3c,A00_13017.JPG
http://pi.lib.uchicago.edu/1001/org/ochre/d56b3db5-9833-e2fb-2f38-ca061989c4ac,A00_13018.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/83ab8ae0-5e83-0549-ee93-1b08ec0e4716,A00_13019.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/da8c7daa-682b-bf2d-069c-e2272e5dff6f,A00_13020.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/4bef6024-5e95-5e69-efb4-329f344e6b47,A00_13021.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/5f0fe61a-471d-8354-60cf-c4723033dee0,A00_13022.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/98a40b0f-3f2c-855e-4e3d-4e8bf53ad518,A00_13023.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/775c12a8-13f2-fc82-1737-1d0c420b6195,A00_13024.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/9c12d50e-b21c-6521-2c4b-8d4ae61e8a6d,A00_13025.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/5ae32206-e3ff-9fdb-b2df-4862c0a4a0ae,A00_13026.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/6df153c3-f210-b632-a3e5-d0a6887ddc88,A00_13027.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/61941754-cecf-1cc8-d7dd-4d0b662f5943,A00_13028.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/ed07a22c-bf5a-eea8-4670-3a5414f71ca9,A00_13029.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/ae5aebda-04cb-0931-39b4-356b2c7d7561,A00_13030.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/8f070013-3d98-1f2d-45f2-53410453ad0e,A00_13031.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/74966497-99ab-929f-170f-3e4812024687,A00_13032.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/ea5de4d3-5d48-c804-c677-afac7cca6925,A00_13033.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/67826803-ce5e-eba8-69bf-098602c05f59,A00_13034.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/75680510-e2bf-79c5-b545-e8d1b4f1efb7,A00_13035.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/f1b3704f-a28e-16b4-c884-23acf0b478a6,A00_13036.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/e8e3187a-e149-6675-1cf7-113051759c44,A00_13037.jpg
http://pi.lib.uchicago.edu/1001/org/ochre/11eb7ef7-17dd-4655-adda-90ed7f7635d1,A00_13038.jpg
